edgeR Analysis of Differential Expression Across Pseudotime,,,,,,
,logFC,logCPM,F,PValue,FDR,Cluster
RNF4,0.037105202,8.1576525,668.0859522,2.60E-74,1.25E-73,2
CSNK1D,0.045682631,8.372206944,861.8168292,1.58E-163,1.50E-162,2
SUPT7L,0.037580221,8.156132172,711.9503272,5.09E-82,2.62E-81,2
ADM,0.062098951,8.742540023,1076.574434,1.52E-229,2.24E-228,2
MIRLET7BHG,0.028353743,8.142997357,403.1103473,1.73E-44,6.25E-44,2
ATP5L,0.044155598,10.08034297,842.8643012,2.99E-181,3.19E-180,2
HP1BP3,0.045726813,8.42879214,903.9381293,2.39E-187,2.65E-186,2
TOM1,0.040015001,8.167280143,758.7992212,5.31E-95,3.04E-94,2
PPP6R1,0.041392792,8.254360864,680.1033859,6.36E-109,4.07E-108,2
NADK,0.040180099,8.208408685,678.6791803,2.80E-95,1.61E-94,2
STAT3,0.046405404,8.455708535,913.591031,6.28E-196,7.36E-195,2
CPSF7,0.034770081,8.161305794,587.7520692,4.78E-69,2.19E-68,2
PPP1R37,0.031340904,8.161278438,475.0852489,5.64E-56,2.28E-55,2
ERV3-1,0.025547861,8.140234752,332.1027695,2.44E-37,8.11E-37,2
C6orf141,0.022612046,8.170905214,200.9048935,2.26E-26,6.58E-26,2
POLR2J3,0.033123921,8.437822328,372.1905442,1.95E-79,9.84E-79,2
FAM111A,0.029365617,8.138639905,464.4810345,6.30E-52,2.45E-51,2
MED15,0.041357627,8.272222119,679.2702674,5.25E-110,3.38E-109,2
AGGF1,0.032845229,8.159445675,518.8306481,4.29E-61,1.83E-60,2
SAT1,0.05547436,11.05134411,1759.609896,0,0,2
FBXO32,0.040804858,8.282839158,557.7444446,3.04E-107,1.92E-106,2
EPS8L3,0.050800493,8.446194304,1053.523929,8.30E-225,1.18E-223,2
FBXO11,0.037678904,8.185459956,624.7319976,2.37E-79,1.19E-78,2
RNF145,0.03870098,8.437188751,580.1058487,3.13E-126,2.27E-125,2
TRIM31,0.04219228,8.81639354,559.3753154,7.41E-122,5.19E-121,2
PDE4C,0.035086348,8.356011815,367.1105787,4.87E-81,2.49E-80,2
KLF2,0.048929141,8.420919135,641.7781185,3.24E-139,2.58E-138,2
ZNF518A,0.037367443,8.232970305,565.5904934,1.23E-86,6.60E-86,2
ATP10B,0.040810221,8.377986701,579.2599776,4.72E-126,3.42E-125,2
QRICH1,0.03364228,8.148037614,588.208018,1.26E-64,5.54E-64,2
MLLT4,0.040622127,8.348926446,615.3866927,2.20E-112,1.44E-111,2
SEPP1,0.037581114,8.447079007,373.7181723,1.89E-82,9.79E-82,2
ABHD11-AS1,0.023177685,8.206380537,182.6090183,1.73E-27,5.09E-27,2
TMEM2,0.029070833,8.219838455,317.2149734,1.86E-44,6.73E-44,2
RP1-313I6.12,0.033448268,8.292255572,334.2637602,5.09E-74,2.45E-73,2
KIAA0907,0.030997785,8.239959964,361.4276128,7.64E-56,3.09E-55,2
THUMPD3-AS1,0.037184466,8.392254296,513.0013338,4.72E-112,3.08E-111,2
WHSC1L1,0.033088653,8.402165579,411.6648836,2.68E-82,1.38E-81,2
RAB3GAP1,0.035350951,8.173687449,571.3822466,3.44E-70,1.60E-69,2
STK17B,0.041538692,8.212758349,696.85704,4.19E-104,2.58E-103,2
SEMA3B,0.048594067,8.339058839,742.4498718,2.57E-160,2.39E-159,2
CLK1,0.049609487,8.497237541,995.2686194,8.24E-213,1.08E-211,2
ASPHD1,0.029403956,8.147001952,403.3274654,5.50E-51,2.12E-50,2
MECP2,0.035789958,8.20247794,545.9823841,1.47E-74,7.11E-74,2
SHFM1,0.045201166,9.550873211,951.5433932,8.80E-204,1.09E-202,2
SLC6A8,0.042721514,8.330840275,546.0012518,4.95E-119,3.39E-118,2
SEC23A,0.042132351,8.237242027,727.9891053,1.41E-113,9.29E-113,2
NLRC5,0.008565732,8.184554836,32.57200046,9.44E-07,1.97E-06,2
CENPT,0.020093442,8.141341814,215.378467,1.06E-24,3.02E-24,2
NGEF,0.023325661,8.147335062,282.7444659,6.96E-35,2.24E-34,2
USP54,0.03185924,8.150656327,516.8761202,7.81E-62,3.35E-61,2
SNAPC3,0.037164365,8.170561523,647.137477,1.04E-86,5.54E-86,2
NCOR1,0.041794862,8.536157503,828.2836859,3.23E-178,3.37E-177,2
SORBS2,0.026323828,8.136612459,360.1121718,3.14E-41,1.09E-40,2
WDR6,0.030757925,8.22582979,394.4919745,3.96E-62,1.70E-61,2
RPS6KA5,0.021941474,8.153752566,215.295165,4.78E-28,1.42E-27,2
CCNT2,0.028929981,8.149379315,426.7285448,5.11E-50,1.95E-49,2
PNISR,0.036598456,8.662923341,669.3261996,5.31E-145,4.42E-144,2
CEBPA,0.037863269,8.407224006,437.2669917,5.51E-96,3.18E-95,2
ATG13,0.032347751,8.14629066,544.639571,8.89E-59,3.70E-58,2
EIF2B5,0.041107605,8.222544544,718.4096141,8.27E-111,5.35E-110,2
OFD1,0.034782425,8.391394176,510.2055307,1.85E-111,1.20E-110,2
UBAP2,0.032679376,8.265756701,435.0462339,1.90E-72,9.00E-72,2
C14orf2,0.034376914,9.596305971,527.3953084,4.25E-115,2.83E-114,2
IFI27L1,0.02541465,8.216293315,258.5668167,1.92E-36,6.29E-36,2
KLC4,0.038440399,8.207474431,619.9361058,5.50E-91,3.05E-90,2
ZDHHC5,0.035379476,8.160980337,609.223406,4.58E-73,2.18E-72,2
ARHGEF5,0.025053322,8.213140891,260.8127111,1.31E-41,4.57E-41,2
PRR5L,0.032591109,8.129437885,623.3501436,5.93E-66,2.65E-65,2
CRYZL1,0.028174965,8.166296587,374.3029961,9.04E-47,3.35E-46,2
RP11-670E13.6,0.014303363,8.341919893,68.63137368,4.13E-12,9.72E-12,2
HOXB6,0.022713421,8.210196052,200.6767131,2.81E-38,9.45E-38,2
INTS6,0.039518609,8.356783027,559.5462201,6.82E-122,4.78E-121,2
SAFB2,0.039233709,8.317267084,632.4276907,8.59E-116,5.75E-115,2
PRPF18,0.039738442,8.170840006,747.4998144,2.05E-93,1.16E-92,2
CMTR2,0.029416067,8.179809401,381.0476122,8.70E-51,3.34E-50,2
FAM195B,0.025813176,8.236743772,260.1306183,6.67E-40,2.28E-39,2
DIO3OS,0.024484038,8.203113121,227.2352283,6.39E-36,2.08E-35,2
LLNLR-245B6.1,0.022831342,8.22574642,204.9838941,2.17E-29,6.53E-29,2
MTHFR,0.028988165,8.128276906,481.4175345,2.10E-49,7.98E-49,2
DDX3X,0.033807665,8.659536717,530.5369103,9.20E-116,6.16E-115,2
MUM1,0.036756005,8.227191089,540.5917557,4.95E-85,2.61E-84,2
TCEB2,0.022454822,10.2752486,227.6345348,3.94E-51,1.52E-50,2
RNF43,0.036825675,8.544319405,525.7757584,9.35E-115,6.21E-114,2
AP5Z1,0.036559458,8.167391267,631.2968617,2.28E-79,1.15E-78,2
RNF19A,0.036851227,8.229314823,538.780799,1.72E-84,9.01E-84,2
ARMC8,0.032317283,8.150323207,538.5018221,1.79E-60,7.58E-60,2
C9orf142,0.028706743,8.473810268,336.1838382,3.96E-74,1.90E-73,2
GLS,0.045926189,8.404850751,807.4241296,7.10E-174,7.18E-173,2
ZNF652,0.035315214,8.146818006,645.788395,3.54E-70,1.64E-69,2
SPAG9,0.040637513,8.435463313,659.6171367,5.80E-143,4.75E-142,2
NFKBIB,0.03820665,8.240189889,587.0347687,8.67E-94,4.92E-93,2
TRIM13,0.037063531,8.157944875,675.5555398,8.71E-83,4.52E-82,2
CASZ1,0.032408436,8.152610357,510.0981352,3.67E-58,1.52E-57,2
LTBP4,0.027089894,8.27608358,265.8381581,4.63E-53,1.82E-52,2
GGA1,0.035984878,8.281606363,526.0820819,1.54E-87,8.33E-87,2
ATF7IP2,0.022296065,8.148538305,236.8940232,3.66E-27,1.07E-26,2
FAM160A2,0.033512361,8.21335679,475.6526781,9.06E-71,4.22E-70,2
ZNF394,0.035769353,8.210889538,539.0081868,3.77E-79,1.89E-78,2
CDK5RAP3,0.030452751,8.341938983,376.4638421,1.17E-73,5.59E-73,2
SSH3,0.034170958,8.173550833,538.6387434,4.95E-70,2.29E-69,2
PLCB3,0.032236005,8.202959042,428.590077,1.95E-62,8.44E-62,2
CCDC14,0.02314545,8.244551989,208.9628494,2.74E-33,8.69E-33,2
ARRDC2,0.0302935,8.131421835,531.1840954,1.88E-55,7.56E-55,2
RBM25,0.047065291,8.667931917,1161.226558,6.83E-247,1.13E-245,2
CDKN2B,0.041587468,8.213527939,601.6893538,2.72E-114,1.80E-113,2
SLC39A10,0.035196574,8.174172611,568.5012227,1.36E-78,6.78E-78,2
ZC3H7A,0.03035049,8.141093067,501.6501722,1.40E-54,5.60E-54,2
B4GALNT3,0.032972373,8.183116321,457.9716775,3.53E-63,1.53E-62,2
MED24,0.032540742,8.15707092,522.4754706,1.14E-59,4.80E-59,2
BTN2A1,0.028996824,8.138724673,455.9785218,8.94E-49,3.38E-48,2
FAM122B,0.030254251,8.174959794,414.029413,8.00E-53,3.14E-52,2
GLB1L2,0.028762201,8.156650502,386.8335731,8.06E-46,2.96E-45,2
POLDIP3,0.036787998,8.170653786,639.875571,1.31E-78,6.57E-78,2
C19orf66,0.034451218,8.221864826,463.6282523,3.11E-78,1.55E-77,2
TBC1D20,0.033075471,8.179166907,485.2125502,7.11E-60,2.99E-59,2
OVOL1,0.042711968,8.348669354,635.705426,2.19E-134,1.68E-133,2
BAG4,0.030716263,8.136354272,523.8535702,6.25E-56,2.53E-55,2
RBM39,0.050588297,9.418599088,1900.490236,0,0,2
KPNA2,0.046704397,8.266109878,839.7134505,1.06E-156,9.64E-156,2
POMGNT1,0.032509181,8.158383357,498.6236983,2.55E-56,1.04E-55,2
NCOA6,0.037508062,8.187633394,621.9838699,2.57E-81,1.32E-80,2
MBNL1,0.04380334,8.316794387,785.943255,1.73E-142,1.41E-141,2
FLVCR1,0.027719539,8.146622171,384.6088473,3.97E-43,1.41E-42,2
HELZ2,0.036228423,8.278442636,477.1396257,8.43E-83,4.37E-82,2
TTC19,0.036574964,8.311638673,515.1966063,3.25E-83,1.69E-82,2
TBC1D9B,0.034074036,8.219195474,462.280914,9.64E-69,4.41E-68,2
RAD9A,0.029861548,8.20520335,359.4954069,2.62E-51,1.01E-50,2
FBXO34,0.035695299,8.195717901,537.9521225,7.61E-75,3.69E-74,2
PSMA3-AS1,0.034339832,8.291172099,459.2104117,8.95E-75,4.33E-74,2
CCL28,0.033952781,8.150206328,513.4026582,2.41E-71,1.13E-70,2
SGSM3,0.028628499,8.165564984,379.3980944,2.95E-45,1.07E-44,2
EML2,0.035246282,8.252801906,491.9435869,5.34E-83,2.77E-82,2
ARL14,0.042229714,8.628682684,465.57985,5.32E-102,3.22E-101,2
ECHDC2,0.035352586,8.244054579,498.9560685,1.83E-80,9.32E-80,2
SREK1,0.04528001,8.374035512,866.0085849,3.55E-177,3.68E-176,2
KDM4B,0.031597665,8.152680092,500.3477347,4.26E-58,1.76E-57,2
LLGL2,0.046127127,8.74040852,1013.633444,1.35E-216,1.80E-215,2
SIRT2,0.03583498,8.216688315,524.3352118,6.28E-74,3.01E-73,2
ABCC3,0.04319938,8.508826297,744.1480447,1.13E-160,1.06E-159,2
AKAP13,0.046477072,8.469084785,889.2061685,7.12E-191,8.07E-190,2
KMT5C,0.026112053,8.177710007,294.134992,2.60E-38,8.73E-38,2
LYST,0.029683407,8.152435652,418.1922976,8.61E-52,3.34E-51,2
MPPE1,0.02866134,8.138829534,448.6988963,1.10E-48,4.15E-48,2
COX19,0.041277808,8.39997254,684.8914331,5.13E-148,4.35E-147,2
ASCC2,0.03228952,8.193744911,455.5290749,3.20E-61,1.37E-60,2
RBM41,0.026896546,8.125120724,444.3756697,2.33E-43,8.30E-43,2
ANKRD11,0.040732555,8.521662326,677.1742043,1.20E-146,1.01E-145,2
FAM53C,0.03020881,8.226704664,351.250407,3.14E-56,1.27E-55,2
HOOK3,0.039797322,8.196310853,658.8829615,3.23E-95,1.85E-94,2
LRCH4,0.034184708,8.186224505,506.800929,1.30E-68,5.96E-68,2
JMJD6,0.042304995,8.25638655,689.3752427,9.38E-120,6.45E-119,2
IRF3,0.038935633,8.374105905,647.7835107,1.29E-137,1.02E-136,2
EHBP1L1,0.039245776,8.183385064,661.4425234,3.57E-95,2.05E-94,2
HDAC5,0.028325235,8.151176201,388.629239,5.01E-43,1.78E-42,2
FUT2,0.033837944,8.226351908,471.8620604,1.35E-78,6.74E-78,2
HRH1,0.02722748,8.128042389,445.3348915,1.78E-47,6.62E-47,2
PISD,0.036822947,8.178213932,611.5254797,1.43E-76,7.02E-76,2
ATP5D,0.038685028,9.764983487,640.8907263,4.99E-139,3.97E-138,2
TDG,0.045600993,8.337492964,865.5964313,3.83E-165,3.67E-164,2
STRN4,0.035444743,8.172765059,590.188028,1.19E-72,5.67E-72,2
CNOT1,0.043276614,8.356320194,784.7720702,4.99E-143,4.09E-142,2
SUPT5H,0.042374645,8.349457313,706.9093808,1.83E-144,1.52E-143,2
ATP5SL,0.031891507,8.216420199,417.8821623,1.26E-60,5.34E-60,2
N4BP2L2,0.043995702,8.63414002,784.7422495,3.79E-169,3.72E-168,2
PSD4,0.037770644,8.176422749,642.4962162,1.05E-83,5.51E-83,2
ZNF622,0.053155299,8.351962405,1106.473187,1.11E-235,1.71E-234,9
CTR9,0.041751132,8.201430171,745.7682221,1.07E-104,6.59E-104,9
DHX40,0.027865186,8.135740578,427.1088704,4.82E-46,1.77E-45,9
RASSF3,0.036928416,8.210589834,567.1159102,5.55E-84,2.90E-83,9
EIF4A3,0.056962126,8.465963876,1337.560053,8.74E-283,1.86E-281,9
SBNO1,0.046299239,8.287360444,846.8476098,2.63E-160,2.45E-159,9
SPPL2A,0.051375,8.245422458,1087.86629,6.80E-180,7.18E-179,9
VILL,0.039973937,8.193166526,681.9837579,1.22E-103,7.50E-103,9
C6orf203,0.040712865,8.174722926,778.1614381,5.09E-105,3.16E-104,9
UBL5,0.037355457,9.770477458,1005.739962,5.71E-215,7.54E-214,9
AAMDC,0.038087864,8.32444445,569.3977899,1.94E-110,1.25E-109,9
PCYT2,0.043944067,8.245020521,789.0980131,5.46E-137,4.28E-136,9
RAB13,0.034012726,8.635776297,529.7867629,1.33E-115,8.86E-115,9
S100A6,0.034522831,13.54311842,806.9509899,8.91E-174,8.99E-173,9
SEC23IP,0.040334459,8.157483532,823.3924634,8.34E-96,4.81E-95,9
INIP,0.038147157,8.16803105,698.9722563,4.71E-87,2.53E-86,9
SEC61G,0.021264511,9.992380003,257.0147296,1.87E-57,7.68E-57,9
PMPCA,0.043923706,8.276719187,802.0473921,1.31E-139,1.05E-138,9
S100A9,0.025606908,8.302308385,164.2055983,1.97E-37,6.54E-37,9
SRRM1,0.046566751,8.696083782,1171.399351,5.69E-249,9.56E-248,9
COX17,0.036804735,8.83055312,695.6643759,1.59E-150,1.38E-149,9
ZCCHC9,0.036648604,8.18889069,602.5568497,1.51E-84,7.91E-84,9
DDX18,0.048727541,8.701759406,1262.339178,1.63E-267,3.14E-266,9
EIF5B,0.045462022,8.852522321,1252.271999,1.83E-265,3.44E-264,9
GCA,0.036632759,8.202970777,576.5867615,8.36E-84,4.37E-83,9
DHFR,0.033187811,8.161500473,506.9771919,1.50E-69,6.91E-69,9
NUP54,0.035640725,8.180256223,578.7759381,1.17E-74,5.68E-74,9
DDIT3,0.042196325,8.528228673,571.0566424,2.54E-124,1.81E-123,9
ATOX1,0.031945452,8.745743731,509.2760017,2.90E-111,1.88E-110,9
CDC40,0.041487629,8.22014171,744.8027937,3.36E-114,2.22E-113,9
NDUFA13,0.030222116,9.049519662,475.4815553,4.22E-104,2.60E-103,9
SATB1,0.029928824,8.125893211,532.6088438,1.68E-55,6.78E-55,9
NDUFA7,0.03366693,8.401089344,442.5701046,4.11E-97,2.39E-96,9
IFITM2,0.034584307,8.609637727,365.5300655,1.06E-80,5.40E-80,9
RAP1GDS1,0.035485725,8.166640912,602.232372,3.90E-73,1.86E-72,9
NMT1,0.040014571,8.251314777,654.992744,4.14E-121,2.88E-120,9
XRN1,0.032200929,8.161407346,501.4323739,4.86E-66,2.18E-65,9
POGK,0.034914059,8.153690307,608.5982129,7.93E-71,3.70E-70,9
P2RX4,0.033343226,8.165524623,521.8314786,1.81E-63,7.89E-63,9
EIF4E,0.052359963,8.531153731,1180.119537,9.40E-251,1.60E-249,9
VSIG2,0.043240394,8.234527012,540.7459477,6.39E-118,4.34E-117,9
TP53INP2,0.035963063,8.134216438,675.2126571,2.50E-75,1.22E-74,9
KLHL36,0.035817983,8.174488658,592.9784886,1.57E-74,7.56E-74,9
CDC42BPB,0.044228583,8.260094676,778.7396536,1.67E-134,1.29E-133,9
MYO6,0.050616004,8.545632035,1114.76474,2.22E-237,3.45E-236,9
TPM1,0.056313922,9.317212201,1571.445963,0,0,9
S100A4,0.0283395,10.54148426,171.9892966,4.07E-39,1.38E-38,9
SPINK1,0.04247119,9.913478377,421.2693469,1.39E-92,7.82E-92,9
ZNF326,0.051131654,8.312716342,1048.137045,2.18E-204,2.70E-203,9
ARL4A,0.051049566,8.873774014,1089.381303,3.57E-232,5.35E-231,9
EXOC1,0.045412424,8.210791584,880.8289839,1.37E-136,1.07E-135,9
CFDP1,0.042444036,8.695427963,856.0144198,5.53E-184,5.98E-183,9
TMUB2,0.038038684,8.180411378,653.983142,5.97E-85,3.15E-84,9
SEC22B,0.041000906,8.221704273,701.0833934,8.16E-104,5.01E-103,9
IGF2,0.044580276,8.60479206,332.9842122,9.57E-74,4.58E-73,9
DDX56,0.05181788,8.307508848,1099.30153,4.15E-217,5.57E-216,9
DHX36,0.048317771,8.399778377,1016.974388,2.76E-217,3.71E-216,9
CREBBP,0.03997606,8.215727463,672.3446203,3.60E-95,2.06E-94,9
SCNN1A,0.048184951,8.320179866,847.7528607,9.21E-177,9.53E-176,9
GPATCH8,0.04185115,8.248846977,723.4898545,5.76E-117,3.89E-116,9
STXBP2,0.046882338,8.400009681,961.8365404,6.57E-206,8.23E-205,9
CST6,0.009522184,8.476163195,23.90944953,1.02E-06,2.12E-06,9
ZNF267,0.03333317,8.143661831,596.8208536,3.30E-69,1.52E-68,9
YPEL2,0.03035973,8.128882497,533.276527,1.25E-55,5.03E-55,9
RAPGEF2,0.038936477,8.161280596,717.9425272,6.96E-88,3.76E-87,9
USP12,0.043990493,8.247737401,775.6361636,1.97E-131,1.48E-130,9
SREK1IP1,0.048423201,8.405830133,927.3817847,8.76E-199,1.04E-197,9
ALAS1,0.052855088,8.226010201,1178.781002,6.87E-189,7.66E-188,9
PWWP2B,0.035989373,8.160360362,607.3321588,1.93E-70,8.99E-70,9
BIRC2,0.042055702,8.264301299,718.6011398,2.90E-122,2.03E-121,9
DYNC1I2,0.051863266,8.541825612,1237.030035,2.32E-262,4.27E-261,9
UGP2,0.054696893,8.500296217,1315.952732,2.10E-278,4.36E-277,9
SF3B1,0.054917944,8.533662796,1446.492647,8.49E-305,2.13E-303,9
LTBP3,0.044457994,8.261121097,766.1392815,2.37E-138,1.88E-137,9
LPIN2,0.039534441,8.178906051,685.6313262,3.68E-94,2.09E-93,9
MSLN,0.055449353,8.519268269,722.3020723,4.20E-156,3.79E-155,9
SLC44A4,0.057064484,8.622338091,1305.180179,3.22E-276,6.58E-275,9
TRPC4AP,0.047365534,8.288508371,948.0446126,3.87E-164,3.68E-163,9
GAPVD1,0.040423728,8.163994241,782.7940178,6.10E-96,3.52E-95,9
RARS2,0.039751663,8.223805922,670.8166267,2.53E-105,1.58E-104,9
WBP4,0.049604354,8.257712522,974.7212334,5.11E-184,5.53E-183,9
DNAJB14,0.044989191,8.202631169,881.6265316,6.39E-131,4.78E-130,9
PFDN1,0.043101407,8.411610626,797.1392546,9.87E-172,9.85E-171,9
TBRG4,0.049769796,8.380168688,1039.430447,6.58E-222,9.14E-221,9
COX6C,0.044148908,10.49879006,1308.335598,7.37E-277,1.52E-275,9
LLPH,0.043610021,8.370425698,808.7567151,1.06E-167,1.03E-166,9
TUBB4B,0.056141152,9.355254245,1770.739954,0,0,9
USP3,0.044155878,8.254082916,810.1372065,2.44E-129,1.81E-128,9
BRD7,0.045180077,8.371144492,834.5093245,1.63E-179,1.72E-178,9
SNX8,0.037394295,8.170742087,648.5925212,1.11E-82,5.76E-82,9
TPR,0.053207183,8.477555035,1243.040408,1.38E-263,2.57E-262,9
CKMT1B,0.047158054,8.201228786,912.5377732,9.86E-151,8.55E-150,9
KDM5A,0.047166378,8.310050048,875.5571517,8.26E-177,8.55E-176,9
SYF2,0.039696722,8.740227178,844.840746,1.16E-181,1.24E-180,9
GNL3,0.049908459,8.501885972,1085.331916,2.42E-231,3.61E-230,9
FRG1,0.0397211,8.255632446,653.5539589,3.24E-117,2.19E-116,9
KCNQ1OT1,0.046152311,8.647687967,631.5985174,4.48E-137,3.52E-136,9
MAPK14,0.043232216,8.205982151,818.2187683,1.08E-118,7.40E-118,9
OGA,0.037779201,8.133080501,791.9397163,1.18E-110,7.61E-110,9
PURB,0.042943658,8.241612045,724.1893006,1.04E-119,7.12E-119,9
HBS1L,0.03520524,8.152682635,635.7356612,4.35E-74,2.09E-73,9
HSD17B4,0.045074796,8.229752468,830.9607219,3.15E-143,2.59E-142,9
PBRM1,0.047978362,8.228601083,961.4725502,3.88E-154,3.45E-153,9
ARRDC3,0.043549797,8.222531957,688.0944191,2.74E-132,2.07E-131,9
GTF2H1,0.040225878,8.188914111,723.9086899,6.70E-97,3.90E-96,9
PHAX,0.040768493,8.217955626,713.1326538,1.53E-112,1.00E-111,9
METTL2A,0.040429088,8.149747089,877.6870448,6.84E-103,4.17E-102,9
USP5,0.039176739,8.185754464,689.7338281,3.63E-93,2.05E-92,9
NDUFS6,0.044434735,9.387723836,1315.294812,2.85E-278,5.91E-277,9
POLD4,0.036271242,8.260090567,478.269878,1.38E-95,7.95E-95,9
CDK9,0.037167733,8.159817233,689.8742484,4.52E-86,2.40E-85,9
CCDC58,0.042329375,8.211703858,755.5070995,1.08E-125,7.80E-125,9
LGALS2,0.048309438,8.204096006,675.6485277,2.50E-146,2.11E-145,9
PHIP,0.04651061,8.367137112,872.4230543,2.16E-187,2.40E-186,9
LMO4,0.043512127,8.250803661,668.1245519,6.97E-138,5.51E-137,9
PKIB,0.030482607,8.135309245,443.1620254,5.01E-61,2.13E-60,9
MPHOSPH10,0.047825742,8.263526532,950.2851252,2.07E-177,2.15E-176,9
MRPL2,0.040803509,8.348435654,695.3454302,3.96E-137,3.11E-136,9
CYB5R4,0.036212765,8.159936617,650.3104739,6.64E-79,3.33E-78,9
GTF3C3,0.033509102,8.137080013,637.9401413,1.37E-68,6.28E-68,9
GOPC,0.048438484,8.262695917,969.8674726,1.07E-170,1.06E-169,9
YTHDC1,0.048259406,8.362511093,967.1648455,1.08E-194,1.25E-193,9
EEA1,0.042871106,8.260416617,716.0488018,2.04E-131,1.53E-130,9
POLR2I,0.034267125,8.823715221,640.4709469,6.11E-139,4.86E-138,9
BRMS1,0.041710788,8.377120293,744.2728431,1.06E-150,9.15E-150,9
CEACAM7,0.029689164,8.13315136,368.4798628,3.89E-54,1.55E-53,9
AIP,0.03502045,8.310478728,506.5864019,3.61E-91,2.01E-90,9
CASP1,0.037477094,8.188677254,529.7634852,1.61E-92,9.05E-92,9
HNRNPAB,0.052935414,8.873375824,1542.026807,4.94065645841247e-324,1.43279037293961e-322,9
BLVRB,0.039797854,8.710644947,719.2352451,1.84E-155,1.66E-154,9
ADAP1,0.0467732,8.379039135,866.6894898,9.44E-186,1.03E-184,9
ZCCHC10,0.037807474,8.220444488,610.532958,2.15E-96,1.25E-95,9
SRGAP1,0.041953657,8.220307964,700.1708313,5.61E-112,3.65E-111,9
IQGAP2,0.036760284,8.149320886,645.3897293,2.15E-85,1.14E-84,9
SRFBP1,0.033993675,8.153368911,597.4800793,2.23E-75,1.09E-74,9
C6orf62,0.043670239,8.420973344,761.3992917,2.82E-164,2.69E-163,9
BMS1,0.039873925,8.204437557,688.0668313,4.44E-100,2.64E-99,9
COX5B,0.042795087,10.43379237,1412.071577,7.44E-298,1.78E-296,9
LARS,0.040815989,8.346562961,685.7493958,4.72E-147,3.99E-146,9
VEGFB,0.023847184,8.165727842,265.3065629,5.22E-35,1.69E-34,9
CCDC174,0.038832941,8.185371419,680.2892364,2.94E-96,1.70E-95,9
CFAP97,0.042303249,8.250218457,735.1074588,3.04E-130,2.27E-129,9
COX7B,0.040645504,9.963038252,1084.030718,4.48E-231,6.66E-230,9
SLC22A18AS,0.034077438,8.164657951,525.7290692,2.59E-69,1.19E-68,9
TMEM222,0.041496373,8.18341238,777.2416979,7.10E-105,4.40E-104,9
TIMM10,0.036214203,8.439251001,562.7535375,1.43E-122,1.01E-121,9
DYNC1H1,0.048441003,8.467735024,984.8933636,1.14E-210,1.47E-209,9
NTHL1,0.042833109,8.451469639,686.4606224,1.35E-148,1.15E-147,9
UTP3,0.038802668,8.182136409,683.723997,3.76E-100,2.24E-99,9
NDUFB1,0.032915785,8.989639503,534.9908058,1.05E-116,7.08E-116,9
H1FX,0.04605597,8.512042368,820.1718957,1.57E-176,1.62E-175,9
CEP350,0.043384658,8.215916081,774.1279486,8.71E-128,6.40E-127,9
UQCRQ,0.039606142,10.03337139,1041.024387,3.09E-222,4.30E-221,9
CEBPZ,0.048466415,8.336437189,970.7449686,9.49E-208,1.20E-206,9
PFDN6,0.039587975,8.554865871,725.4667264,9.15E-157,8.30E-156,9
GATAD2A,0.041641845,8.285041455,707.694748,4.16E-115,2.77E-114,9
PJA2,0.035504375,8.183085063,556.7046331,3.15E-81,1.61E-80,9
PRSS2,0.032362007,8.13598778,389.6582039,4.30E-80,2.18E-79,9
SMARCD1,0.033777657,8.195433522,504.5194444,1.28E-71,6.02E-71,9
ETV3,0.029763467,8.140732838,471.3930938,6.30E-52,2.45E-51,9
NDUFA1,0.035645389,9.582259443,821.8042994,7.19E-177,7.45E-176,9
VCPIP1,0.030851871,8.143056607,522.210247,3.00E-61,1.28E-60,9
MITD1,0.039814667,8.234328104,669.4123847,1.31E-111,8.52E-111,9
SMIM24,0.026394368,8.254337784,225.6537887,1.24E-48,4.67E-48,9
TUBA1B,0.03728642,9.208013684,658.4683024,1.01E-142,8.26E-142,9
VSIG10,0.038708036,8.232038818,615.0634216,6.08E-94,3.46E-93,9
MTG2,0.041535773,8.230411312,725.685244,1.83E-114,1.22E-113,9
C1orf131,0.038188291,8.23167443,606.9479085,6.08E-108,3.86E-107,9
ZCCHC7,0.0340911,8.246808451,485.0164524,1.02E-80,5.22E-80,9
POLR2L,0.028871292,9.427925338,533.6341543,2.04E-116,1.37E-115,9
C2orf49,0.027675227,8.177293305,360.5248218,1.50E-50,5.76E-50,9
SMC2,0.028955926,8.144306338,440.2144828,5.13E-53,2.02E-52,9
TK1,0.035524755,8.188257231,474.8908054,2.90E-85,1.53E-84,9
IFI27L2,0.029666501,8.530969432,341.9059031,1.18E-75,5.77E-75,9
NDUFA2,0.036114141,8.916992637,708.9988468,2.56E-153,2.26E-152,9
G6PD,0.035243005,8.193746699,534.3257827,3.44E-76,1.69E-75,9
MT1X,0.03731291,8.816148716,345.0214244,2.55E-76,1.25E-75,9
CEBPB,0.047385848,9.260091068,1040.239618,4.48E-222,6.24E-221,9
USP8,0.045409489,8.316243547,837.6067125,2.14E-174,2.18E-173,9
TLN1,0.036729838,8.246502784,562.8449416,3.82E-104,2.35E-103,9
CCDC68,0.033220681,8.130993894,636.8576863,9.15E-72,4.30E-71,9
LEMD3,0.0272666,8.12785672,442.8485589,1.42E-43,5.07E-43,9
GALK1,0.03155294,8.212207878,407.798144,5.48E-61,2.33E-60,9
