Table of FindAllMarkers Function Output: Gene Expression Differential Analysis Results,,,,,,,
,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
HIGD2A3,2.04E-17,0.460732948,0.695,0.536,6.38E-13,C7_LGALS1,HIGD2A
ATPIF14,2.86E-17,0.429097664,0.554,0.367,8.96E-13,C7_LGALS1,ATPIF1
ERH3,9.35E-17,0.591693034,0.663,0.605,2.93E-12,C7_LGALS1,ERH
SELK5,1.51E-16,0.499330629,0.473,0.323,4.73E-12,C7_LGALS1,SELK
EPB41L4A-AS16,1.66E-16,0.742707741,0.487,0.389,5.21E-12,C7_LGALS1,EPB41L4A-AS1
LYZ4,1.77E-16,0.430440095,0.6,0.429,5.54E-12,C7_LGALS1,LYZ
NFKBIA3,2.79E-16,0.734296545,0.723,0.65,8.75E-12,C7_LGALS1,NFKBIA
COL17A13,2.93E-16,0.606761728,0.409,0.264,9.18E-12,C7_LGALS1,COL17A1
SULF23,3.24E-16,0.727668035,0.379,0.256,1.01E-11,C7_LGALS1,SULF2
SNRPE5,4.89E-16,0.515288923,0.693,0.587,1.53E-11,C7_LGALS1,SNRPE
TMEM2303,1.04E-15,0.537548833,0.522,0.411,3.26E-11,C7_LGALS1,TMEM230
C2orf821,1.07E-15,0.554539066,0.307,0.185,3.35E-11,C7_LGALS1,C2orf82
POLR2L1,1.25E-15,0.498887965,0.778,0.726,3.91E-11,C7_LGALS1,POLR2L
NME44,2.59E-15,0.569734303,0.43,0.324,8.11E-11,C7_LGALS1,NME4
C9orf1423,2.79E-15,0.532912118,0.376,0.253,8.74E-11,C7_LGALS1,C9orf142
SPON1,6.44E-15,0.533101358,0.254,0.142,2.02E-10,C7_LGALS1,SPON1
UQCR112,7.20E-15,0.373184889,0.85,0.792,2.25E-10,C7_LGALS1,UQCR11
PLAUR3,1.00E-14,0.49884797,0.531,0.387,3.14E-10,C7_LGALS1,PLAUR
SNRPB23,1.13E-14,0.626606076,0.598,0.53,3.55E-10,C7_LGALS1,SNRPB2
CXCL17,1.79E-14,0.468326194,0.508,0.349,5.60E-10,C7_LGALS1,CXCL1
ZNF7066,1.83E-14,0.471236836,0.667,0.541,5.73E-10,C7_LGALS1,ZNF706
BTF36,2.14E-14,0.30914248,0.908,0.793,6.72E-10,C7_LGALS1,BTF3
CCDC85B4,2.73E-14,0.496514275,0.557,0.471,8.55E-10,C7_LGALS1,CCDC85B
CXCL25,3.06E-14,0.6487438,0.517,0.377,9.58E-10,C7_LGALS1,CXCL2
NMB2,5.26E-14,0.651447371,0.312,0.202,1.65E-09,C7_LGALS1,NMB
IL323,6.16E-14,0.297653646,0.716,0.552,1.93E-09,C7_LGALS1,IL32
SNRPB5,7.70E-14,0.472631966,0.716,0.622,2.41E-09,C7_LGALS1,SNRPB
HLA-DPB1,1.02E-13,0.458494342,0.273,0.157,3.21E-09,C7_LGALS1,HLA-DPB1
RPL172,1.17E-13,0.367090336,0.661,0.534,3.67E-09,C7_LGALS1,RPL17
HSPA1B2,1.19E-13,0.260026837,0.755,0.659,3.72E-09,C7_LGALS1,HSPA1B
NME14,1.26E-13,0.62211831,0.527,0.43,3.94E-09,C7_LGALS1,NME1
PET1003,1.66E-13,0.573292987,0.564,0.496,5.19E-09,C7_LGALS1,PET100
RPS3A6,1.80E-13,0.278881674,0.979,0.891,5.64E-09,C7_LGALS1,RPS3A
PFDN24,3.64E-13,0.610521515,0.621,0.556,1.14E-08,C7_LGALS1,PFDN2
SAT14,3.64E-13,0.560611286,0.901,0.882,1.14E-08,C7_LGALS1,SAT1
SMIM71,3.92E-13,0.559590208,0.411,0.318,1.23E-08,C7_LGALS1,SMIM7
RGS10,4.20E-13,0.575828568,0.356,0.251,1.32E-08,C7_LGALS1,RGS10
PMEPA14,4.43E-13,0.596477114,0.552,0.467,1.39E-08,C7_LGALS1,PMEPA1
UBC3,4.54E-13,0.322338196,0.94,0.914,1.42E-08,C7_LGALS1,UBC
COX6C1,5.02E-13,0.362921955,0.91,0.866,1.57E-08,C7_LGALS1,COX6C
COX173,6.77E-13,0.448890937,0.658,0.604,2.12E-08,C7_LGALS1,COX17
SNHG82,7.49E-13,0.417769757,0.693,0.636,2.35E-08,C7_LGALS1,SNHG8
TAF73,7.68E-13,0.623286036,0.506,0.415,2.41E-08,C7_LGALS1,TAF7
NDUFA32,7.87E-13,0.470453342,0.67,0.605,2.47E-08,C7_LGALS1,NDUFA3
DAD12,8.57E-13,0.478009121,0.656,0.604,2.69E-08,C7_LGALS1,DAD1
CEBPB4,1.07E-12,0.615442209,0.633,0.57,3.36E-08,C7_LGALS1,CEBPB
EREG6,1.15E-12,0.662767694,0.406,0.282,3.60E-08,C7_LGALS1,EREG
SEC11A2,1.29E-12,0.50611642,0.614,0.57,4.04E-08,C7_LGALS1,SEC11A
COX8A3,2.55E-12,0.327835353,0.806,0.665,7.98E-08,C7_LGALS1,COX8A
PFDN45,2.75E-12,0.585030321,0.55,0.476,8.63E-08,C7_LGALS1,PFDN4
CKS1B3,2.79E-12,0.476728591,0.464,0.368,8.74E-08,C7_LGALS1,CKS1B
FSCN12,3.25E-12,0.449919825,0.256,0.151,1.02E-07,C7_LGALS1,FSCN1
RPL45,3.72E-12,0.28835464,0.905,0.776,1.17E-07,C7_LGALS1,RPL4
SEC61G3,3.95E-12,0.427646,0.813,0.748,1.24E-07,C7_LGALS1,SEC61G
RBX11,5.19E-12,0.577843365,0.63,0.605,1.62E-07,C7_LGALS1,RBX1
COMT3,5.58E-12,0.568627639,0.554,0.508,1.75E-07,C7_LGALS1,COMT
NDUFA111,7.46E-12,0.429632367,0.695,0.657,2.34E-07,C7_LGALS1,NDUFA11
RP11-532F12.52,8.47E-12,0.530208001,0.296,0.198,2.65E-07,C7_LGALS1,RP11-532F12.5
PLIN23,1.14E-11,0.611566418,0.388,0.293,3.58E-07,C7_LGALS1,PLIN2
PSME1,1.22E-11,0.452635876,0.711,0.683,3.83E-07,C7_LGALS1,PSME1
NDUFAF3,1.66E-11,0.575984487,0.522,0.481,5.19E-07,C7_LGALS1,NDUFAF3
MAP3K81,2.06E-11,0.576091467,0.273,0.174,6.46E-07,C7_LGALS1,MAP3K8
RP11-670E13.62,2.19E-11,0.546712322,0.263,0.169,6.86E-07,C7_LGALS1,RP11-670E13.6
POLR2F3,2.38E-11,0.607964954,0.552,0.521,7.45E-07,C7_LGALS1,POLR2F
GADD45GIP13,4.39E-11,0.407443754,0.67,0.645,1.38E-06,C7_LGALS1,GADD45GIP1
SERPINE22,5.36E-11,0.603055775,0.27,0.174,1.68E-06,C7_LGALS1,SERPINE2
LINC009982,5.54E-11,0.52682432,0.286,0.195,1.73E-06,C7_LGALS1,LINC00998
CKLF2,8.36E-11,0.561453286,0.455,0.38,2.62E-06,C7_LGALS1,CKLF
FKBP1A3,1.01E-10,0.253163756,0.617,0.51,3.16E-06,C7_LGALS1,FKBP1A
WBP52,1.50E-10,0.454995239,0.277,0.179,4.71E-06,C7_LGALS1,WBP5
UBL52,1.84E-10,0.327171408,0.813,0.802,5.76E-06,C7_LGALS1,UBL5
CYP2W11,3.35E-10,0.713232084,0.259,0.17,1.05E-05,C7_LGALS1,CYP2W1
NDUFB41,4.17E-10,0.369641187,0.718,0.685,1.31E-05,C7_LGALS1,NDUFB4
PSME22,5.36E-10,0.452288216,0.704,0.663,1.68E-05,C7_LGALS1,PSME2
SNRPD32,5.98E-10,0.491701348,0.545,0.508,1.87E-05,C7_LGALS1,SNRPD3
FOS6,6.62E-10,0.308218053,0.852,0.83,2.07E-05,C7_LGALS1,FOS
PKM4,8.46E-10,0.424395941,0.774,0.697,2.65E-05,C7_LGALS1,PKM
TMEM2614,1.04E-09,0.401757316,0.39,0.297,3.26E-05,C7_LGALS1,TMEM261
TSPO1,1.14E-09,0.273738671,0.82,0.774,3.58E-05,C7_LGALS1,TSPO
H2AFJ3,1.17E-09,0.31964217,0.734,0.718,3.68E-05,C7_LGALS1,H2AFJ
RSL24D12,1.35E-09,0.492406642,0.568,0.542,4.24E-05,C7_LGALS1,RSL24D1
HLA-DMA2,1.95E-09,0.495906701,0.266,0.18,6.12E-05,C7_LGALS1,HLA-DMA
SCO21,2.35E-09,0.547226008,0.27,0.189,7.38E-05,C7_LGALS1,SCO2
TOB13,2.79E-09,0.564422967,0.617,0.606,8.74E-05,C7_LGALS1,TOB1
RNF181,2.92E-09,0.528328255,0.51,0.483,9.15E-05,C7_LGALS1,RNF181
LINC014202,3.53E-09,0.533286028,0.321,0.237,0.000110485,C7_LGALS1,LINC01420
TXN4,4.19E-09,0.290404836,0.928,0.861,0.00013121,C7_LGALS1,TXN
AP3S12,4.40E-09,0.601651077,0.506,0.473,0.000137937,C7_LGALS1,AP3S1
SMIM4,7.37E-09,0.559769113,0.351,0.284,0.000230917,C7_LGALS1,SMIM4
SPCS12,7.52E-09,0.335276084,0.679,0.643,0.000235706,C7_LGALS1,SPCS1
CALM23,7.86E-09,0.274028365,0.783,0.665,0.000246121,C7_LGALS1,CALM2
TCEAL43,7.88E-09,0.525548927,0.367,0.292,0.000246766,C7_LGALS1,TCEAL4
IFITM21,8.04E-09,0.473271266,0.37,0.282,0.000252017,C7_LGALS1,IFITM2
NR4A23,8.35E-09,0.510008682,0.39,0.309,0.000261668,C7_LGALS1,NR4A2
RP11-357H14.171,1.61E-08,0.377266235,0.303,0.218,0.000503151,C7_LGALS1,RP11-357H14.17
PSMB32,1.82E-08,0.462934809,0.63,0.598,0.000569133,C7_LGALS1,PSMB3
MTAP,1.83E-08,0.477368964,0.268,0.194,0.000574158,C7_LGALS1,MTAP
SNRPG2,1.93E-08,0.447450799,0.686,0.66,0.000604203,C7_LGALS1,SNRPG
ANAPC113,1.94E-08,0.407267717,0.674,0.655,0.000609236,C7_LGALS1,ANAPC11
HSPE14,2.15E-08,0.261893569,0.834,0.737,0.000674017,C7_LGALS1,HSPE1
CXCL35,5.30E-08,0.405241133,0.543,0.442,0.001660378,C7_LGALS1,CXCL3
SLC20A14,5.98E-08,0.465707049,0.469,0.416,0.001872945,C7_LGALS1,SLC20A1
GSTO2,7.35E-08,0.448894352,0.33,0.266,0.002304194,C7_LGALS1,GSTO2
NDUFA7,7.72E-08,0.4811003,0.37,0.304,0.00241792,C7_LGALS1,NDUFA7
MRPL233,8.66E-08,0.381737027,0.529,0.494,0.00271288,C7_LGALS1,MRPL23
MRPS62,8.83E-08,0.584681365,0.471,0.441,0.002766828,C7_LGALS1,MRPS6
CAPG3,1.28E-07,0.465359915,0.543,0.512,0.004013782,C7_LGALS1,CAPG
SOCS32,1.29E-07,0.368012389,0.273,0.189,0.004026699,C7_LGALS1,SOCS3
BIRC33,1.44E-07,0.522243567,0.326,0.241,0.004502292,C7_LGALS1,BIRC3
VKORC13,1.45E-07,0.469251466,0.358,0.305,0.004527515,C7_LGALS1,VKORC1
POLR2I,1.87E-07,0.43993848,0.57,0.552,0.005861598,C7_LGALS1,POLR2I
POLR2K4,2.68E-07,0.416617412,0.559,0.533,0.00838187,C7_LGALS1,POLR2K
PYCARD1,3.12E-07,0.425399116,0.564,0.528,0.009759704,C7_LGALS1,PYCARD
SSBP13,3.30E-07,0.369079801,0.621,0.595,0.010345662,C7_LGALS1,SSBP1
LSM62,9.42E-07,0.452720161,0.397,0.359,0.029523292,C7_LGALS1,LSM6
ASPH5,1.23E-06,0.49984602,0.487,0.467,0.038464003,C7_LGALS1,ASPH
HCFC1R1,1.34E-06,0.471319183,0.337,0.281,0.041954124,C7_LGALS1,HCFC1R1
MRPL40,1.50E-06,0.412182588,0.402,0.365,0.047057552,C7_LGALS1,MRPL40
BIK3,2.04E-06,0.451227844,0.441,0.396,0.063768373,C7_LGALS1,BIK
MRPS162,2.56E-06,0.485899242,0.478,0.464,0.080051579,C7_LGALS1,MRPS16
CTNNB14,2.61E-06,0.742520193,0.478,0.45,0.081707223,C7_LGALS1,CTNNB1
MGST15,2.77E-06,0.252925715,0.573,0.477,0.086910093,C7_LGALS1,MGST1
AHR2,3.08E-06,0.456872134,0.261,0.203,0.096551523,C7_LGALS1,AHR
KLF102,3.42E-06,0.487711378,0.406,0.364,0.107276784,C7_LGALS1,KLF10
YWHAZ3,3.72E-06,0.296105583,0.813,0.765,0.116458347,C7_LGALS1,YWHAZ
ATP6V0E12,4.00E-06,0.345441869,0.677,0.663,0.125357597,C7_LGALS1,ATP6V0E1
NQO15,4.15E-06,0.330472746,0.485,0.429,0.130064116,C7_LGALS1,NQO1
NDUFC11,4.23E-06,0.409094104,0.619,0.633,0.132477618,C7_LGALS1,NDUFC1
MYADM5,4.35E-06,0.481183397,0.4,0.351,0.136310374,C7_LGALS1,MYADM
RPA33,5.59E-06,0.422988162,0.464,0.43,0.175055428,C7_LGALS1,RPA3
SIVA13,6.81E-06,0.370228856,0.531,0.513,0.213245023,C7_LGALS1,SIVA1
DNTTIP11,7.21E-06,0.49506671,0.42,0.394,0.225859302,C7_LGALS1,DNTTIP1
PGLS,1.06E-05,0.310939923,0.577,0.587,0.33285058,C7_LGALS1,PGLS
NDUFAF21,1.16E-05,0.482880863,0.39,0.365,0.364602071,C7_LGALS1,NDUFAF2
PSENEN1,1.49E-05,0.411184329,0.395,0.364,0.465807891,C7_LGALS1,PSENEN
PMAIP13,1.83E-05,0.375690148,0.462,0.419,0.572648148,C7_LGALS1,PMAIP1
PDCD53,2.00E-05,0.409857805,0.594,0.575,0.625361847,C7_LGALS1,PDCD5
WHSC1L12,2.18E-05,0.404751213,0.275,0.22,0.683007611,C7_LGALS1,WHSC1L1
SMIM19,2.47E-05,0.402122671,0.413,0.389,0.773854034,C7_LGALS1,SMIM19
MAP4K41,2.49E-05,0.389096791,0.259,0.206,0.781073069,C7_LGALS1,MAP4K4
ZFAND1,2.94E-05,0.397885142,0.374,0.346,0.920171115,C7_LGALS1,ZFAND1
UBE2L6,3.13E-05,0.32938578,0.312,0.254,0.981282663,C7_LGALS1,UBE2L6
TMEM1474,3.22E-05,0.318672664,0.522,0.508,1,C7_LGALS1,TMEM147
EMG11,3.52E-05,0.419738253,0.298,0.257,1,C7_LGALS1,EMG1
NPM33,3.80E-05,0.406728952,0.383,0.349,1,C7_LGALS1,NPM3
CSNK2B3,4.28E-05,0.346582789,0.515,0.51,1,C7_LGALS1,CSNK2B
YBEY,5.29E-05,0.398187198,0.256,0.207,1,C7_LGALS1,YBEY
HIST3H2A2,5.31E-05,0.434012539,0.321,0.282,1,C7_LGALS1,HIST3H2A
UQCC23,5.55E-05,0.338876637,0.46,0.445,1,C7_LGALS1,UQCC2
SUMO14,6.07E-05,0.336802871,0.55,0.541,1,C7_LGALS1,SUMO1
LSM44,6.49E-05,0.270089094,0.61,0.597,1,C7_LGALS1,LSM4
SNX32,7.27E-05,0.291829693,0.591,0.591,1,C7_LGALS1,SNX3
HOOK22,8.94E-05,0.305237259,0.434,0.407,1,C7_LGALS1,HOOK2
SNHG252,9.69E-05,0.369468278,0.33,0.288,1,C7_LGALS1,SNHG25
BMP44,0.000108513,0.440168272,0.273,0.221,1,C7_LGALS1,BMP4
FLNA2,0.000120449,0.397635019,0.279,0.228,1,C7_LGALS1,FLNA
ATRAID,0.000125246,0.32872578,0.51,0.514,1,C7_LGALS1,ATRAID
LSM22,0.000142858,0.376060824,0.453,0.462,1,C7_LGALS1,LSM2
HES44,0.000159039,0.334534211,0.353,0.305,1,C7_LGALS1,HES4
COX191,0.000160211,0.437118433,0.328,0.296,1,C7_LGALS1,COX19
ATG121,0.000168771,0.450258555,0.39,0.375,1,C7_LGALS1,ATG12
SUN12,0.000176667,0.37949942,0.346,0.313,1,C7_LGALS1,SUN1
MKKS3,0.000180793,0.42294807,0.379,0.345,1,C7_LGALS1,MKKS
ORMDL21,0.000235195,0.398016786,0.393,0.373,1,C7_LGALS1,ORMDL2
RBM8A1,0.000243312,0.354973412,0.522,0.533,1,C7_LGALS1,RBM8A
SLC2A4RG,0.000276875,0.289251221,0.254,0.207,1,C7_LGALS1,SLC2A4RG
FUS3,0.000376791,0.272863682,0.621,0.658,1,C7_LGALS1,FUS
TAF1D2,0.000477916,0.272787839,0.554,0.564,1,C7_LGALS1,TAF1D
RPL26L12,0.000501985,0.362068464,0.395,0.388,1,C7_LGALS1,RPL26L1
SELT2,0.000656607,0.375650369,0.277,0.237,1,C7_LGALS1,SELT
TMEM2561,0.000698266,0.355979133,0.413,0.408,1,C7_LGALS1,TMEM256
MRPL433,0.000703553,0.4124925,0.383,0.374,1,C7_LGALS1,MRPL43
ITGA3,0.000843933,0.344981545,0.286,0.246,1,C7_LGALS1,ITGA3
GTF3C6,0.000947007,0.372014178,0.48,0.488,1,C7_LGALS1,GTF3C6
OXLD1,0.001188785,0.39656587,0.307,0.281,1,C7_LGALS1,OXLD1
VIMP5,0.001307159,0.270846818,0.346,0.299,1,C7_LGALS1,VIMP
WEE12,0.001312419,0.672671277,0.296,0.273,1,C7_LGALS1,WEE1
HNRNPC4,0.001312659,0.255917882,0.612,0.613,1,C7_LGALS1,HNRNPC
NDUFB83,0.001454448,0.264948287,0.582,0.587,1,C7_LGALS1,NDUFB8
AHNAK7,0.001620256,0.316254322,0.39,0.37,1,C7_LGALS1,AHNAK
MYL6B1,0.001721626,0.436991989,0.273,0.244,1,C7_LGALS1,MYL6B
RHOD2,0.001799454,0.318568439,0.252,0.214,1,C7_LGALS1,RHOD
GSTO12,0.001816472,0.372192199,0.501,0.513,1,C7_LGALS1,GSTO1
NDUFB63,0.001882572,0.352237101,0.494,0.513,1,C7_LGALS1,NDUFB6
NAA203,0.002611442,0.308168255,0.446,0.445,1,C7_LGALS1,NAA20
REEP3,0.002799237,0.407755653,0.379,0.372,1,C7_LGALS1,REEP3
IER34,0.002967466,0.2892431,0.755,0.759,1,C7_LGALS1,IER3
H1F03,0.00315555,0.267262419,0.524,0.525,1,C7_LGALS1,H1F0
PHF5A1,0.003637694,0.339600534,0.326,0.316,1,C7_LGALS1,PHF5A
PSMA24,0.003842996,0.325273012,0.448,0.431,1,C7_LGALS1,PSMA2
REEP5,0.004510419,0.3072169,0.492,0.521,1,C7_LGALS1,REEP5
CTSD3,0.004617194,0.277763584,0.499,0.479,1,C7_LGALS1,CTSD
PTPMT1,0.006103773,0.325560821,0.284,0.266,1,C7_LGALS1,PTPMT1
PFDN6,0.006263767,0.40935226,0.404,0.416,1,C7_LGALS1,PFDN6
LSM1,0.006935806,0.373186683,0.374,0.379,1,C7_LGALS1,LSM1
AP2B11,0.009581862,0.391353978,0.323,0.312,1,C7_LGALS1,AP2B1
CXCR4,6.49E-178,0.684978009,0.803,0.125,2.03E-173,C8_LY6E,CXCR4
FYB,2.19E-172,0.309373525,0.308,0.02,6.87E-168,C8_LY6E,FYB
SRGN,4.12E-171,1.189631109,0.904,0.177,1.29E-166,C8_LY6E,SRGN
CALB12,7.61E-168,1.682047358,0.636,0.084,2.38E-163,C8_LY6E,CALB1
LAPTM5,1.92E-167,0.414524591,0.601,0.073,6.02E-163,C8_LY6E,LAPTM5
RGS1,1.58E-166,0.742597129,0.793,0.133,4.96E-162,C8_LY6E,RGS1
CD48,8.54E-160,0.258071472,0.399,0.035,2.68E-155,C8_LY6E,CD48
CD37,1.25E-153,0.296273563,0.449,0.045,3.90E-149,C8_LY6E,CD37
CD2,7.77E-153,0.26375174,0.429,0.041,2.43E-148,C8_LY6E,CD2
CD3D,5.41E-147,0.39510834,0.581,0.077,1.69E-142,C8_LY6E,CD3D
CD52,1.57E-145,0.553370198,0.672,0.104,4.92E-141,C8_LY6E,CD52
TM4SF181,8.39E-140,0.51629816,0.369,0.034,2.63E-135,C8_LY6E,TM4SF18
PTPRC,6.70E-129,0.266784114,0.46,0.054,2.10E-124,C8_LY6E,PTPRC
CCL4,1.40E-127,0.988097766,0.692,0.128,4.38E-123,C8_LY6E,CCL4
TSC22D32,5.88E-127,1.200619471,0.929,0.251,1.84E-122,C8_LY6E,TSC22D3
CD69,2.73E-125,0.416310292,0.535,0.075,8.56E-121,C8_LY6E,CD69
EMP32,1.21E-120,0.888477311,0.712,0.135,3.79E-116,C8_LY6E,EMP3
TNNT12,2.61E-120,0.848111303,0.561,0.086,8.16E-116,C8_LY6E,TNNT1
MIA2,1.22E-119,0.939448398,0.601,0.099,3.82E-115,C8_LY6E,MIA
CP,2.21E-119,0.498887344,0.313,0.029,6.93E-115,C8_LY6E,CP
TRAC,2.55E-119,0.291862643,0.46,0.059,7.99E-115,C8_LY6E,TRAC
NKG7,6.32E-119,0.38692583,0.444,0.056,1.98E-114,C8_LY6E,NKG7
PRKCDBP2,5.44E-116,0.858482486,0.636,0.112,1.70E-111,C8_LY6E,PRKCDBP
HLA-DPB11,6.49E-116,0.926886481,0.753,0.156,2.03E-111,C8_LY6E,HLA-DPB1
GPR183,2.20E-115,0.339297242,0.384,0.044,6.88E-111,C8_LY6E,GPR183
CAV12,1.24E-114,1.36951462,0.581,0.097,3.89E-110,C8_LY6E,CAV1
CALB21,2.73E-114,0.457005056,0.384,0.044,8.57E-110,C8_LY6E,CALB2
CCL5,7.35E-112,0.331518771,0.566,0.094,2.30E-107,C8_LY6E,CCL5
PRSS211,1.70E-110,0.39345105,0.404,0.049,5.32E-106,C8_LY6E,PRSS21
LTB,3.78E-109,0.348391407,0.399,0.049,1.18E-104,C8_LY6E,LTB
HLA-DQA1,2.91E-108,0.443741554,0.414,0.053,9.10E-104,C8_LY6E,HLA-DQA1
RP11-489E7.4,3.28E-108,0.337075362,0.354,0.04,1.03E-103,C8_LY6E,RP11-489E7.4
AXL,1.94E-106,0.324585267,0.338,0.037,6.06E-102,C8_LY6E,AXL
IL7R,7.89E-105,0.297628524,0.323,0.034,2.47E-100,C8_LY6E,IL7R
VIM,3.85E-102,0.973178559,0.692,0.145,1.20E-97,C8_LY6E,VIM
CLCF12,1.26E-101,0.758879164,0.51,0.085,3.94E-97,C8_LY6E,CLCF1
IGFBP62,2.36E-101,1.252130959,0.576,0.105,7.41E-97,C8_LY6E,IGFBP6
CD53,1.22E-96,0.274864198,0.359,0.044,3.81E-92,C8_LY6E,CD53
TRBC2,1.58E-96,0.271960625,0.434,0.063,4.94E-92,C8_LY6E,TRBC2
TGM23,2.94E-96,0.934138879,0.626,0.131,9.22E-92,C8_LY6E,TGM2
CAV23,3.23E-96,0.908858879,0.626,0.128,1.01E-91,C8_LY6E,CAV2
RP11-65I12.11,3.23E-95,0.413341987,0.49,0.081,1.01E-90,C8_LY6E,RP11-65I12.1
ARL4C1,6.73E-95,0.556133232,0.631,0.128,2.11E-90,C8_LY6E,ARL4C
SLC2A3,1.31E-93,0.261925981,0.359,0.045,4.10E-89,C8_LY6E,SLC2A3
ARHGDIB,3.67E-89,0.606338196,0.788,0.212,1.15E-84,C8_LY6E,ARHGDIB
TNFAIP31,1.90E-88,0.850740249,0.909,0.292,5.95E-84,C8_LY6E,TNFAIP3
CDKN2A5,2.74E-88,1.127109219,0.747,0.2,8.59E-84,C8_LY6E,CDKN2A
C3,1.53E-86,0.453964473,0.348,0.047,4.80E-82,C8_LY6E,C3
LY6E5,1.60E-84,1.818793245,0.894,0.351,5.01E-80,C8_LY6E,LY6E
TRBC1,2.35E-83,0.323243885,0.328,0.043,7.35E-79,C8_LY6E,TRBC1
HLA-DPA12,3.26E-82,0.89141304,0.687,0.171,1.02E-77,C8_LY6E,HLA-DPA1
SAA13,4.47E-82,1.337172582,0.52,0.102,1.40E-77,C8_LY6E,SAA1
IGHG44,1.16E-80,0.482498719,0.722,0.182,3.65E-76,C8_LY6E,IGHG4
LGALS15,1.28E-80,1.544236252,0.828,0.272,4.00E-76,C8_LY6E,LGALS1
ALDH1A3,4.34E-80,0.251804789,0.273,0.032,1.36E-75,C8_LY6E,ALDH1A3
APOE1,6.77E-80,0.592809078,0.54,0.113,2.12E-75,C8_LY6E,APOE
S100A25,8.55E-80,1.537118564,0.717,0.205,2.68E-75,C8_LY6E,S100A2
ANXA18,1.11E-77,1.472602277,0.889,0.305,3.47E-73,C8_LY6E,ANXA1
TPM25,4.47E-77,1.145330075,0.722,0.207,1.40E-72,C8_LY6E,TPM2
NGFRAP13,5.59E-77,0.7237388,0.611,0.145,1.75E-72,C8_LY6E,NGFRAP1
HLA-DRB13,4.34E-76,0.928919497,0.808,0.241,1.36E-71,C8_LY6E,HLA-DRB1
BST23,7.19E-76,1.15532411,0.778,0.236,2.25E-71,C8_LY6E,BST2
GLIPR11,2.66E-75,0.466916143,0.505,0.102,8.33E-71,C8_LY6E,GLIPR1
HLA-DRA3,1.29E-73,1.195889107,0.874,0.307,4.05E-69,C8_LY6E,HLA-DRA
CTD-3252C9.43,1.77E-73,0.668558701,0.652,0.17,5.55E-69,C8_LY6E,CTD-3252C9.4
KLK63,4.85E-73,0.952300224,0.631,0.163,1.52E-68,C8_LY6E,KLK6
DMKN3,3.83E-72,0.904938052,0.773,0.244,1.20E-67,C8_LY6E,DMKN
SOCS33,7.74E-72,0.774440881,0.687,0.188,2.42E-67,C8_LY6E,SOCS3
RP11-11N9.4,1.38E-71,0.255659361,0.308,0.044,4.34E-67,C8_LY6E,RP11-11N9.4
CMTM3,3.34E-70,0.257404243,0.323,0.048,1.05E-65,C8_LY6E,CMTM3
BATF,1.19E-69,0.311320733,0.359,0.059,3.73E-65,C8_LY6E,BATF
CCL31,4.52E-69,0.882971236,0.561,0.136,1.42E-64,C8_LY6E,CCL3
PLAU4,8.93E-69,0.949534273,0.581,0.144,2.80E-64,C8_LY6E,PLAU
S100A45,1.10E-68,1.672689562,0.919,0.425,3.45E-64,C8_LY6E,S100A4
PTGES1,1.04E-67,0.411487822,0.419,0.08,3.26E-63,C8_LY6E,PTGES
GPSM3,1.38E-67,0.286195022,0.455,0.09,4.31E-63,C8_LY6E,GPSM3
SFTA22,4.87E-67,0.732080254,0.49,0.107,1.53E-62,C8_LY6E,SFTA2
RGCC2,6.68E-67,0.580006531,0.687,0.189,2.09E-62,C8_LY6E,RGCC
ST3GAL1,4.15E-66,0.30275561,0.384,0.068,1.30E-61,C8_LY6E,ST3GAL1
CCL4L2,6.72E-66,0.586843928,0.424,0.086,2.11E-61,C8_LY6E,CCL4L2
GPX17,9.26E-66,1.311009165,0.909,0.385,2.90E-61,C8_LY6E,GPX1
CXCL87,3.05E-65,1.626789067,0.854,0.331,9.57E-61,C8_LY6E,CXCL8
APOC11,4.93E-65,0.36541743,0.505,0.116,1.54E-60,C8_LY6E,APOC1
LINC001524,1.47E-64,0.741138306,0.732,0.233,4.59E-60,C8_LY6E,LINC00152
ODF3B,1.63E-64,0.356392365,0.47,0.101,5.11E-60,C8_LY6E,ODF3B
MIR4435-2HG4,2.94E-64,1.040407542,0.753,0.268,9.23E-60,C8_LY6E,MIR4435-2HG
WNT10A,3.57E-64,0.303753216,0.338,0.056,1.12E-59,C8_LY6E,WNT10A
STMN32,5.95E-64,0.469485722,0.495,0.112,1.86E-59,C8_LY6E,STMN3
KRT6B1,1.48E-63,0.863695837,0.404,0.079,4.65E-59,C8_LY6E,KRT6B
TYMP4,1.81E-63,1.18635979,0.818,0.314,5.67E-59,C8_LY6E,TYMP
LINC00460,2.15E-63,0.272628525,0.293,0.044,6.74E-59,C8_LY6E,LINC00460
CD743,3.54E-63,1.37336148,0.965,0.497,1.11E-58,C8_LY6E,CD74
C16orf74,5.01E-63,0.338158671,0.343,0.059,1.57E-58,C8_LY6E,C16orf74
CDA5,8.70E-63,0.666001824,0.793,0.255,2.73E-58,C8_LY6E,CDA
MAP3K82,2.04E-62,0.58128968,0.611,0.173,6.40E-58,C8_LY6E,MAP3K8
AHNAK23,6.45E-62,0.379625462,0.485,0.108,2.02E-57,C8_LY6E,AHNAK2
FYN,9.16E-62,0.253539958,0.384,0.072,2.87E-57,C8_LY6E,FYN
